name	chrom	start	end	score	strand	NMid	gene_name	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study	mm9_name	mm39ID
mmu_circ_0003103	chr11	51617311	51627348	0	-	ENSMUST00000109097	Sec24a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:51617311-51627348
mmu_circ_0003104	chr11	51620278	51622732	0	-	ENSMUST00000109097	Sec24a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:51620278-51622732
mmu_circ_0003105	chr11	51620278	51625488	0	-	ENSMUST00000109097	Sec24a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:51620278-51625488
mmu_circ_0003106	chr11	51708320	51712005	0	+	ENSMUST00000020655	Phf15	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:51708320-51712005
mmu_circ_0003107	chr11	51936758	51975317	0	+	ENSMUST00000150736	Cdkl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:51936758-51975317
mmu_circ_0003108	chr11	52003946	52011878	0	+	ENSMUST00000020608	Ppp2ca	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:52003946-52011878
mmu_circ_0003109	chr11	52003946	52012808	0	+	ENSMUST00000020608	Ppp2ca	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:52003946-52012808
mmu_circ_0003110	chr11	52123446	52123742	0	+	ENSMUST00000109072	Skp1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:52123446-52123742
mmu_circ_0003111	chr11	52127663	52135948	0	+	ENSMUST00000109072	Skp1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:52127663-52135948
mmu_circ_0003112	chr11	52297991	52299282	0	-	ENSMUST00000109057	9530068E07Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:52297991-52299282
mmu_circ_0003113	chr11	5286945	5288763	0	-	ENSMUST00000109867	Znrf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:5286945-5288763
mmu_circ_0003114	chr11	52959366	52963343	0	+	ENSMUST00000036796	Fstl4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:52959366-52963343
mmu_circ_0003115	chr11	52961436	52961659	0	+	ENSMUST00000036796	Fstl4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:52961436-52961659
mmu_circ_0003116	chr11	53053361	53059147	0	+	ENSMUST00000036796	Fstl4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53053361-53059147
mmu_circ_0003117	chr11	53156750	53157945	0	-	ENSMUST00000020630	Hspa4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53156750-53157945
mmu_circ_0003118	chr11	53156758	53156876	0	-	ENSMUST00000020630	Hspa4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53156758-53156876
mmu_circ_0003119	chr11	53162840	53183141	0	-	ENSMUST00000020630	Hspa4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53162840-53183141
mmu_circ_0003120	chr11	53174355	53183141	0	-	ENSMUST00000020630	Hspa4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53174355-53183141
mmu_circ_0003121	chr11	53188574	53190619	0	-	ENSMUST00000020630	Hspa4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53188574-53190619
mmu_circ_0003122	chr11	53258901	53259613	0	+	ENSMUST00000153821	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53258901-53259613
mmu_circ_0003123	chr11	53258901	53271499	0	+	ENSMUST00000060945	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53258901-53271499
mmu_circ_0003124	chr11	53290415	53293393	0	+	ENSMUST00000060945	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53290415-53293393
mmu_circ_0003125	chr11	53290967	53291183	0	-	ENSMUST00000060945	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53290967-53291183
mmu_circ_0003126	chr11	53291147	53291279	0	+	ENSMUST00000060945	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53291147-53291279
mmu_circ_0003127	chr11	53295182	53298941	0	+	ENSMUST00000060945	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53295182-53298941
mmu_circ_0003128	chr11	53298706	53299020	0	+	ENSMUST00000060945	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53298706-53299020
mmu_circ_0003129	chr11	53308846	53309121	0	-	ENSMUST00000060945	Aff4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53308846-53309121
mmu_circ_0003130	chr11	53422822	53428742	0	+	ENSMUST00000117061	Sep-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53422822-53428742
mmu_circ_0003131	chr11	53428313	53428742	0	+	ENSMUST00000117061	Sep-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:53428313-53428742
mmu_circ_0003132	chr11	54434404	54443699	0	+	ENSMUST00000102743	Rapgef6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54434404-54443699
mmu_circ_0003133	chr11	54434404	54459322	0	+	ENSMUST00000102743	Rapgef6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54434404-54459322
mmu_circ_0003134	chr11	54437198	54459322	0	+	ENSMUST00000102743	Rapgef6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54437198-54459322
mmu_circ_0003135	chr11	54459178	54542589	0	+	ENSMUST00000041060	Rapgef6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54459178-54542589
mmu_circ_0003136	chr11	54559439	54574852	0	+	ENSMUST00000101206	Rapgef6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54559439-54574852
mmu_circ_0003137	chr11	54567020	54582566	0	+	ENSMUST00000102743	Rapgef6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54567020-54582566
mmu_circ_0003138	chr11	54608873	54610216	0	+	ENSMUST00000064104	Cdc42se2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54608873-54610216
mmu_circ_0003139	chr11	54631063	54631376	0	-	ENSMUST00000064104	Cdc42se2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54631063-54631376
mmu_circ_0003140	chr11	54758614	54759381	0	+	ENSMUST00000020504	Hint1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:54758614-54759381
mmu_circ_0003141	chr11	55186899	55194778	0	-	ENSMUST00000068853	Fat2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:55186899-55194778
mmu_circ_0003142	chr11	5667647	5667828	0	+	ENSMUST00000170116	Urgcp	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:5667647-5667828
mmu_circ_0003143	chr11	57108597	57133945	0	+	ENSMUST00000036315	Gria1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:57108597-57133945
mmu_circ_0003144	chr11	57219923	57220049	0	+	ENSMUST00000036315	Gria1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:57219923-57220049
mmu_circ_0003145	chr11	57220289	57220430	0	-	ENSMUST00000036315	Gria1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:57220289-57220430
mmu_circ_0003146	chr11	57454156	57463115	0	-	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:57454156-57463115
mmu_circ_0003147	chr11	57612120	57616487	0	+	ENSMUST00000066987	Galnt10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:57612120-57616487
mmu_circ_0003148	chr11	57938520	57946437	0	+	ENSMUST00000071487	Larp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:57938520-57946437
mmu_circ_0003149	chr11	58028493	58030434	0	-	ENSMUST00000172035	Gemin5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:58028493-58030434
mmu_circ_0003150	chr11	5920670	5920976	0	+	ENSMUST00000109813	Camk2b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:5920670-5920976
mmu_circ_0003151	chr11	58824021	58824181	0	-	ENSMUST00000094151	Rnf187	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:58824021-58824181
mmu_circ_0003152	chr11	5942819	5978927	0	-	ENSMUST00000169173	Camk2b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:5942819-5978927
mmu_circ_0003153	chr11	59298551	59319299	0	+	ENSMUST00000010038	Snap47	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59298551-59319299
mmu_circ_0003154	chr11	59312350	59319639	0	-	ENSMUST00000010038	Snap47	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59312350-59319639
mmu_circ_0003155	chr11	59312350	59329339	0	-	ENSMUST00000010038	Snap47	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59312350-59329339
mmu_circ_0003156	chr11	59319166	59319639	0	-	ENSMUST00000010038	Snap47	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59319166-59319639
mmu_circ_0003157	chr11	59328803	59328940	0	-	ENSMUST00000010038	Snap47	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59328803-59328940
mmu_circ_0003158	chr11	59329266	59329420	0	-	ENSMUST00000150297	Snap47	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59329266-59329420
mmu_circ_0003159	chr11	59348549	59350023	0	+	ENSMUST00000147163	Jmjd4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59348549-59350023
mmu_circ_0003160	chr11	5997049	5997166	0	+	ENSMUST00000129098	Camk2b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:5997049-5997166
mmu_circ_0003161	chr11	59655205	59662528	0	+	ENSMUST00000116370	Mprip	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59655205-59662528
mmu_circ_0003162	chr11	59691285	59693108	0	+	ENSMUST00000148151	Flcn	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59691285-59693108
mmu_circ_0003163	chr11	59710830	59721065	0	-	ENSMUST00000019517	Cops3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59710830-59721065
mmu_circ_0003164	chr11	59720972	59723970	0	-	ENSMUST00000130027	Cops3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:59720972-59723970
mmu_circ_0003165	chr11	60034033	60035331	0	+	ENSMUST00000064190	Rai1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60034033-60035331
mmu_circ_0003166	chr11	60095962	60097737	0	-	ENSMUST00000020846	Srebf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60095962-60097737
mmu_circ_0003167	chr11	60132643	60139890	0	-	ENSMUST00000102683	Tom1l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60132643-60139890
mmu_circ_0003168	chr11	60149681	60171109	0	-	ENSMUST00000102683	Tom1l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60149681-60171109
mmu_circ_0003169	chr11	60161143	60171109	0	-	ENSMUST00000102683	Tom1l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60161143-60171109
mmu_circ_0003170	chr11	6063242	6075561	0	-	ENSMUST00000066496	Nudcd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6063242-6075561
mmu_circ_0003171	chr11	60268969	60269125	0	-	ENSMUST00000108723	Lrrc48	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60268969-60269125
mmu_circ_0003172	chr11	60292274	60295291	0	+	ENSMUST00000045675	Atpaf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60292274-60295291
mmu_circ_0003173	chr11	60323158	60332956	0	+	ENSMUST00000139477	4933439F18Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60323158-60332956
mmu_circ_0003174	chr11	6100494	6143476	0	-	ENSMUST00000066496	Nudcd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6100494-6143476
mmu_circ_0003175	chr11	60597018	60597939	0	+	ENSMUST00000052346	Llgl1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60597018-60597939
mmu_circ_0003176	chr11	60597018	60599523	0	+	ENSMUST00000052346	Llgl1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60597018-60599523
mmu_circ_0003177	chr11	60612301	60612606	0	+	ENSMUST00000002889	Flii	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60612301-60612606
mmu_circ_0003178	chr11	60638691	60640415	0	-	ENSMUST00000002891	Top3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60638691-60640415
mmu_circ_0003179	chr11	6110076	6110190	0	-	ENSMUST00000066496	Nudcd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6110076-6110190
mmu_circ_0003180	chr11	60842586	60842760	0	-	ENSMUST00000019076	Map2k3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:60842586-60842760
mmu_circ_0003181	chr11	61044275	61044431	0	-	ENSMUST00000041683	Usp22	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61044275-61044431
mmu_circ_0003182	chr11	61044874	61045223	0	+	ENSMUST00000041683	Usp22	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61044874-61045223
mmu_circ_0003183	chr11	61046005	61049184	0	-	ENSMUST00000173525	Usp22	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61046005-61049184
mmu_circ_0003184	chr11	61410312	61414019	0	-	ENSMUST00000108712	Epn2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61410312-61414019
mmu_circ_0003185	chr11	61410312	61426209	0	-	ENSMUST00000001063	Epn2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61410312-61426209
mmu_circ_0003186	chr11	61413231	61414019	0	-	ENSMUST00000108712	Epn2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61413231-61414019
mmu_circ_0003187	chr11	61423343	61426209	0	-	ENSMUST00000001063	Epn2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61423343-61426209
mmu_circ_0003188	chr11	61458598	61460798	0	-	ENSMUST00000108712	Epn2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61458598-61460798
mmu_circ_0003189	chr11	61678254	61682409	0	-	ENSMUST00000004920	Ulk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61678254-61682409
mmu_circ_0003190	chr11	61724238	61725779	0	-	ENSMUST00000004920	Ulk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61724238-61725779
mmu_circ_0003191	chr11	6215590	6215756	0	-	ENSMUST00000004507	Ddx56	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6215590-6215756
mmu_circ_0003192	chr11	61763639	61800772	0	-	ENSMUST00000108710	Akap10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61763639-61800772
mmu_circ_0003193	chr11	61777525	61800772	0	-	ENSMUST00000102650	Akap10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61777525-61800772
mmu_circ_0003194	chr11	61781063	61800772	0	-	ENSMUST00000102650	Akap10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61781063-61800772
mmu_circ_0003195	chr11	61800673	61813655	0	-	ENSMUST00000102650	Akap10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:61800673-61813655
mmu_circ_0003196	chr11	62008525	62010108	0	+	ENSMUST00000108709	Specc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62008525-62010108
mmu_circ_0003197	chr11	62037131	62047466	0	+	ENSMUST00000108709	Specc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62037131-62047466
mmu_circ_0003198	chr11	62038393	62052736	0	+	ENSMUST00000108709	Specc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62038393-62052736
mmu_circ_0003199	chr11	62042695	62052736	0	+	ENSMUST00000108709	Specc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62042695-62052736
mmu_circ_0003200	chr11	62174422	62183044	0	+	ENSMUST00000050646	Ttc19	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62174422-62183044
mmu_circ_0003201	chr11	62174956	62204004	0	+	ENSMUST00000050646	Ttc19	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62174956-62204004
mmu_circ_0003202	chr11	6263787	6266855	0	+	ENSMUST00000081894	Ogdh	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6263787-6266855
mmu_circ_0003203	chr11	6263787	6274922	0	+	ENSMUST00000165203	Ogdh	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6263787-6274922
mmu_circ_0003204	chr11	62228370	62231455	0	-	ENSMUST00000108708	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62228370-62231455
mmu_circ_0003205	chr11	62231233	62236144	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62231233-62236144
mmu_circ_0003206	chr11	62240178	62245514	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62240178-62245514
mmu_circ_0003207	chr11	62242203	62245514	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62242203-62245514
mmu_circ_0003208	chr11	62257789	62264400	0	-	ENSMUST00000108708	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62257789-62264400
mmu_circ_0003209	chr11	62257789	62264448	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62257789-62264448
mmu_circ_0003210	chr11	62275543	62281859	0	-	ENSMUST00000127471	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62275543-62281859
mmu_circ_0003211	chr11	62301641	62301743	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62301641-62301743
mmu_circ_0003212	chr11	62301645	62313893	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62301645-62313893
mmu_circ_0003213	chr11	62301645	62324525	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62301645-62324525
mmu_circ_0003214	chr11	62310423	62324525	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62310423-62324525
mmu_circ_0003215	chr11	62310423	62329341	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62310423-62329341
mmu_circ_0003216	chr11	62324388	62329341	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62324388-62329341
mmu_circ_0003217	chr11	62329163	62329341	0	-	ENSMUST00000018645	Ncor1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62329163-62329341
mmu_circ_0003218	chr11	6284532	6292623	0	+	ENSMUST00000165203	Ogdh	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6284532-6292623
mmu_circ_0003219	chr11	62481736	62486077	0	+	ENSMUST00000151195	Trpv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62481736-62486077
mmu_circ_0003220	chr11	62496975	62539071	0	+	ENSMUST00000128647	4930443B20Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62496975-62539071
mmu_circ_0003221	chr11	62741397	62753577	0	+	ENSMUST00000036085	Fbxw10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:62741397-62753577
mmu_circ_0003222	chr11	6348642	6349870	0	-	ENSMUST00000109786	Zmiz2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6348642-6349870
mmu_circ_0003223	chr11	6349583	6350844	0	-	ENSMUST00000109786	Zmiz2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6349583-6350844
mmu_circ_0003224	chr11	6349722	6350875	0	+	ENSMUST00000109786	Zmiz2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6349722-6350875
mmu_circ_0003225	chr11	6419682	6419809	0	+	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6419682-6419809
mmu_circ_0003226	chr11	63793970	63794486	0	+	ENSMUST00000094103	Hs3st3b1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:63793970-63794486
mmu_circ_0003227	chr11	63962343	63964496	0	-	ENSMUST00000049091	Cox10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:63962343-63964496
mmu_circ_0003228	chr11	64873581	64874551	0	+	ENSMUST00000140369	Elac2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:64873581-64874551
mmu_circ_0003229	chr11	64878096	64883180	0	+	ENSMUST00000140369	Elac2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:64878096-64883180
mmu_circ_0003230	chr11	64912766	64932336	0	-	ENSMUST00000093003	Arhgap44	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:64912766-64932336
mmu_circ_0003231	chr11	6534519	6535217	0	+	ENSMUST00000000388	Ccm2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6534519-6535217
mmu_circ_0003232	chr11	64943924	64966036	0	-	ENSMUST00000093003	Arhgap44	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:64943924-64966036
mmu_circ_0003233	chr11	6551655	6552190	0	+	ENSMUST00000045713	Nacad	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:6551655-6552190
mmu_circ_0003234	chr11	65597809	65626192	0	-	ENSMUST00000046963	Map2k4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65597809-65626192
mmu_circ_0003235	chr11	65597809	65666591	0	-	ENSMUST00000046963	Map2k4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65597809-65666591
mmu_circ_0003236	chr11	65610309	65647197	0	-	ENSMUST00000046963	Map2k4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65610309-65647197
mmu_circ_0003237	chr11	65624394	65624512	0	-	ENSMUST00000046963	Map2k4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65624394-65624512
mmu_circ_0003238	chr11	65626017	65647197	0	-	ENSMUST00000046963	Map2k4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65626017-65647197
mmu_circ_0003239	chr11	65626017	65666591	0	-	ENSMUST00000152096	Map2k4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65626017-65666591
mmu_circ_0003240	chr11	65647094	65666591	0	-	ENSMUST00000152096	Map2k4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65647094-65666591
mmu_circ_0003241	chr11	65718969	65719693	0	-	ENSMUST00000018491	Zkscan6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65718969-65719693
mmu_circ_0003242	chr11	65818409	65881361	0	-	ENSMUST00000080665	Dnahc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65818409-65881361
mmu_circ_0003243	chr11	65895827	65951951	0	-	ENSMUST00000080665	Dnahc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65895827-65951951
mmu_circ_0003244	chr11	65908190	65951951	0	-	ENSMUST00000080665	Dnahc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65908190-65951951
mmu_circ_0003245	chr11	65915961	65951951	0	-	ENSMUST00000080665	Dnahc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65915961-65951951
mmu_circ_0003246	chr11	65935451	65951951	0	-	ENSMUST00000080665	Dnahc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65935451-65951951
mmu_circ_0003247	chr11	65984830	65999412	0	-	ENSMUST00000080665	Dnahc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65984830-65999412
mmu_circ_0003248	chr11	65998699	66050879	0	-	ENSMUST00000080665	Dnahc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:65998699-66050879
mmu_circ_0003249	chr11	66983962	66984412	0	+	ENSMUST00000108689	Myh3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:66983962-66984412
mmu_circ_0003250	chr11	67096514	67175357	0	+	ENSMUST00000124516	Myh1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:67096514-67175357
mmu_circ_0003251	chr11	67565075	67565183	0	+	ENSMUST00000108682	Gas7	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:67565075-67565183
mmu_circ_0003252	chr11	67860597	67911824	0	+	ENSMUST00000021285	Stx8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:67860597-67911824
mmu_circ_0003253	chr11	67902140	67911824	0	+	ENSMUST00000021285	Stx8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:67902140-67911824
mmu_circ_0003254	chr11	68132250	68132366	0	-	ENSMUST00000108674	Ntn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68132250-68132366
mmu_circ_0003255	chr11	68590035	68590411	0	+	ENSMUST00000102611	Myh10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68590035-68590411
mmu_circ_0003256	chr11	68692966	68693110	0	-	ENSMUST00000102611	Myh10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68692966-68693110
mmu_circ_0003257	chr11	68697673	68697950	0	+	ENSMUST00000102611	Myh10	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68697673-68697950
mmu_circ_0003258	chr11	68720740	68736250	0	-	ENSMUST00000018880	Ndel1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68720740-68736250
mmu_circ_0003259	chr11	68726975	68736250	0	-	ENSMUST00000018880	Ndel1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68726975-68736250
mmu_circ_0003260	chr11	68883774	68889371	0	+	ENSMUST00000122573	U6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68883774-68889371
mmu_circ_0003261	chr11	68916899	68917405	0	+	ENSMUST00000108667	1500010J02Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68916899-68917405
mmu_circ_0003262	chr11	68916899	68918890	0	+	ENSMUST00000108667	1500010J02Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68916899-68918890
mmu_circ_0003263	chr11	68918079	68918890	0	+	ENSMUST00000108667	1500010J02Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68918079-68918890
mmu_circ_0003264	chr11	68981554	68981745	0	-	ENSMUST00000021273	Vamp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68981554-68981745
mmu_circ_0003265	chr11	68981884	68981999	0	+	ENSMUST00000021273	Vamp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68981884-68981999
mmu_circ_0003266	chr11	68992041	68992180	0	+	ENSMUST00000021271	Per1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68992041-68992180
mmu_circ_0003267	chr11	68997549	68997671	0	-	ENSMUST00000021271	Per1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:68997549-68997671
mmu_circ_0003268	chr11	69236296	69236460	0	-	ENSMUST00000108661	Chd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:69236296-69236460
mmu_circ_0003269	chr11	69239267	69239599	0	-	ENSMUST00000122992	Chd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:69239267-69239599
mmu_circ_0003270	chr11	69388639	69391684	0	-	ENSMUST00000108659	Dnahc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11:69388639-69391684
